,id,text,rating_directness_content,rater_id
10,e6d3cso_1,"Why do you think taking a real assault and changing the culprit is implausible?
I’m totally playing devil’s advocate and not accusing Mrs. Ford of everything, but the legal system is kind of *about* addressing potential alternative explanations.
We can say fairly confidently that Ford and Kavanaugh “moved in the same circles,” as I’ve heard a bunch of times. So ***if*** Ford is a very hardcore liberal (statistically, a psych professor is certainly more likely to be liberal than conservative, at the very least), and she finds a conservative up for nomination to the court. She doesn’t want him there, and he just happens to be someone she made acquaintance with however many decades ago.",Yes - Direct Content,nikhil
11,e6d3cso_1,"Why do you think taking a real assault and changing the culprit is implausible?
I’m totally playing devil’s advocate and not accusing Mrs. Ford of everything, but the legal system is kind of *about* addressing potential alternative explanations.
We can say fairly confidently that Ford and Kavanaugh “moved in the same circles,” as I’ve heard a bunch of times. So ***if*** Ford is a very hardcore liberal (statistically, a psych professor is certainly more likely to be liberal than conservative, at the very least), and she finds a conservative up for nomination to the court. She doesn’t want him there, and he just happens to be someone she made acquaintance with however many decades ago.",No - Indirect Content,helena
12,e6d4v67_6,"I guess you wouldn’t, but from a statistical standpoint, that argument is just as valid as the one you made.
And hell, if I continue to play devil’s advocate, that might make it even more likely; Ford’s a smart social scientist who undoubtedly *knows* this statistic that you’ve given, and she understands psychology, so she knows that statistical arguments can have a lot of power, and that will play into her hand.",Yes - Direct Content,amy
13,e6d4v67_6,"I guess you wouldn’t, but from a statistical standpoint, that argument is just as valid as the one you made.
And hell, if I continue to play devil’s advocate, that might make it even more likely; Ford’s a smart social scientist who undoubtedly *knows* this statistic that you’ve given, and she understands psychology, so she knows that statistical arguments can have a lot of power, and that will play into her hand.",Yes - Direct Content,nikhil
14,e6d4v67_6,"I guess you wouldn’t, but from a statistical standpoint, that argument is just as valid as the one you made.
And hell, if I continue to play devil’s advocate, that might make it even more likely; Ford’s a smart social scientist who undoubtedly *knows* this statistic that you’ve given, and she understands psychology, so she knows that statistical arguments can have a lot of power, and that will play into her hand.",No - Indirect Content,helena
15,e6d69zl_1,"&gt; But I’ve talked with lawyers before for mock trial in high school,
OK, Perry Mason. I see we're dealing with an expert.",Yes - Direct Content,amy
16,e6d69zl_1,"&gt; But I’ve talked with lawyers before for mock trial in high school,
OK, Perry Mason. I see we're dealing with an expert.",Neutral - Content contains no opinion,nikhil
17,e6d69zl_1,"&gt; But I’ve talked with lawyers before for mock trial in high school,
OK, Perry Mason. I see we're dealing with an expert.",No - Indirect Content,helena
18,e6d69zl_2,"&gt;  and another important legal guideline is that out-of-court testimony cannot be used to establish the fact of the matter asserted;
This *ISN'T A COURT CASE*, Mr. Lionel Hutz.  Put your pelican back in your briefs.",Yes - Direct Content,amy
19,e6d69zl_2,"&gt;  and another important legal guideline is that out-of-court testimony cannot be used to establish the fact of the matter asserted;
This *ISN'T A COURT CASE*, Mr. Lionel Hutz.  Put your pelican back in your briefs.",Neutral - Content contains no opinion,nikhil
20,e6d69zl_2,"&gt;  and another important legal guideline is that out-of-court testimony cannot be used to establish the fact of the matter asserted;
This *ISN'T A COURT CASE*, Mr. Lionel Hutz.  Put your pelican back in your briefs.",No - Indirect Content,helena
21,e6d6hj8_1,"&gt;I see we’re dealing with an expert
Finally someone recognizes and appreciates my unparalleled legal expertise.",Yes - Direct Content,amy
22,e6d6hj8_1,"&gt;I see we’re dealing with an expert
Finally someone recognizes and appreciates my unparalleled legal expertise.",Neutral - Content contains no opinion,nikhil
23,e6d6hj8_1,"&gt;I see we’re dealing with an expert
Finally someone recognizes and appreciates my unparalleled legal expertise.",No - Indirect Content,helena
24,e6d6hj8_2,"&gt;This ISN’T A COURT CASE
Inconsistent. Very unbecoming of someone making an argument.",Yes - Direct Content,amy
25,e6d6hj8_2,"&gt;This ISN’T A COURT CASE
Inconsistent. Very unbecoming of someone making an argument.",Yes - Direct Content,nikhil
26,e6d6hj8_2,"&gt;This ISN’T A COURT CASE
Inconsistent. Very unbecoming of someone making an argument.",No - Indirect Content,helena
27,dbrlkqg,"Dude, you sound depressed.  I think you might want to look into some professional help.  I really wish you peace and happiness.  ",Neutral - Content contains no opinion,amy
28,dbrlkqg,"Dude, you sound depressed.  I think you might want to look into some professional help.  I really wish you peace and happiness.  ",Yes - Direct Content,nikhil
29,dbrlkqg,"Dude, you sound depressed.  I think you might want to look into some professional help.  I really wish you peace and happiness.  ",Yes - Direct Content,helena
30,dbrlwus_2,[This quote comes to mind](https://s-media-cache-ak0.pinimg.com/736x/77/db/f4/77dbf4fe2dec8885472654968171be15.jpg).,Neutral - Content contains no opinion,amy
31,dbrlwus_2,[This quote comes to mind](https://s-media-cache-ak0.pinimg.com/736x/77/db/f4/77dbf4fe2dec8885472654968171be15.jpg).,Yes - Direct Content,nikhil
32,dbrlwus_2,[This quote comes to mind](https://s-media-cache-ak0.pinimg.com/736x/77/db/f4/77dbf4fe2dec8885472654968171be15.jpg).,Yes - Direct Content,helena
33,d860jzy_4,"So, is my reasoning incorrect? Or, is my reasoning mostly correct but I'm wrong about this being uncommon in the feminist community? The majority of my views on feminism are from NOW.Org, so if there is a more official spokesgroup for feminism then I'd be interested in seeing that as well.",Yes - Direct Content,amy
34,d860jzy_4,"So, is my reasoning incorrect? Or, is my reasoning mostly correct but I'm wrong about this being uncommon in the feminist community? The majority of my views on feminism are from NOW.Org, so if there is a more official spokesgroup for feminism then I'd be interested in seeing that as well.",Yes - Direct Content,nikhil
35,d860jzy_4,"So, is my reasoning incorrect? Or, is my reasoning mostly correct but I'm wrong about this being uncommon in the feminist community? The majority of my views on feminism are from NOW.Org, so if there is a more official spokesgroup for feminism then I'd be interested in seeing that as well.",Neutral - Content contains no opinion,helena
36,t1_ch5og13_1,"&amp;#8710;
You have changed my view, we still do have a need for militias, as situations like the LA Riots remove law and order and leaves civilians to fend for themselves. its not much different from the founders days in that respect I guess. And apparently assault rifles don't kill that many people, so I guess their usage in emergencies is in no way outweighed by the amount of suffering caused by them.",Yes - Direct Content,amy
37,t1_ch5og13_1,"&amp;#8710;
You have changed my view, we still do have a need for militias, as situations like the LA Riots remove law and order and leaves civilians to fend for themselves. its not much different from the founders days in that respect I guess. And apparently assault rifles don't kill that many people, so I guess their usage in emergencies is in no way outweighed by the amount of suffering caused by them.",Yes - Direct Content,nikhil
38,t1_ch5og13_1,"&amp;#8710;
You have changed my view, we still do have a need for militias, as situations like the LA Riots remove law and order and leaves civilians to fend for themselves. its not much different from the founders days in that respect I guess. And apparently assault rifles don't kill that many people, so I guess their usage in emergencies is in no way outweighed by the amount of suffering caused by them.",Neutral - Content contains no opinion,helena
39,t1_ceh0b84_2,I guess I start having issues when one person's behavior affects another's and until this comment I could not see how anyone else except the pee-er would be affected.,Yes - Direct Content,amy
40,t1_ceh0b84_2,I guess I start having issues when one person's behavior affects another's and until this comment I could not see how anyone else except the pee-er would be affected.,Neutral - Content contains no opinion,nikhil
41,t1_ceh0b84_2,I guess I start having issues when one person's behavior affects another's and until this comment I could not see how anyone else except the pee-er would be affected.,Yes - Direct Content,helena
42,t1_cpuh9jr_3,"[This paper](https://www.cbo.gov/sites/default/files/11-15-2012-MarginalTaxRates.pdf) (PDF warning) from the US Congressional Budget Office provides a good illustration.  In particular, check out the summary fig 1 on page 6 of the PDF.  The disposable income line is just incredibly flat for a single parent with one child from $0 income to $30,000 income.  There's like zero incentive to go from making $10,000/yr to $20,000/yr.  That's a big part of what a guaranteed basic income can solve.",No - Indirect Content,amy
43,t1_cpuh9jr_3,"[This paper](https://www.cbo.gov/sites/default/files/11-15-2012-MarginalTaxRates.pdf) (PDF warning) from the US Congressional Budget Office provides a good illustration.  In particular, check out the summary fig 1 on page 6 of the PDF.  The disposable income line is just incredibly flat for a single parent with one child from $0 income to $30,000 income.  There's like zero incentive to go from making $10,000/yr to $20,000/yr.  That's a big part of what a guaranteed basic income can solve.",Yes - Direct Content,nikhil
44,t1_cpuh9jr_3,"[This paper](https://www.cbo.gov/sites/default/files/11-15-2012-MarginalTaxRates.pdf) (PDF warning) from the US Congressional Budget Office provides a good illustration.  In particular, check out the summary fig 1 on page 6 of the PDF.  The disposable income line is just incredibly flat for a single parent with one child from $0 income to $30,000 income.  There's like zero incentive to go from making $10,000/yr to $20,000/yr.  That's a big part of what a guaranteed basic income can solve.",Yes - Direct Content,helena
45,dy2z5gl_2,"1) Duty: People generally have a legal duty to exercise ""reasonable care"" to avoid injury to others. This element hinges on whether the harm caused is ""foreseeable,"" but in most circumstances, you have a duty of reasonable care to those in physical proximity to you.
Is failing to vaccinate a failure to exercise such care? I don't believe there's any precedent for that, but it's possible a court would buy that. In any case, this would be the first major legal hurdle.",Yes - Direct Content,amy
46,dy2z5gl_2,"1) Duty: People generally have a legal duty to exercise ""reasonable care"" to avoid injury to others. This element hinges on whether the harm caused is ""foreseeable,"" but in most circumstances, you have a duty of reasonable care to those in physical proximity to you.
Is failing to vaccinate a failure to exercise such care? I don't believe there's any precedent for that, but it's possible a court would buy that. In any case, this would be the first major legal hurdle.",Yes - Direct Content,nikhil
47,dy2z5gl_2,"1) Duty: People generally have a legal duty to exercise ""reasonable care"" to avoid injury to others. This element hinges on whether the harm caused is ""foreseeable,"" but in most circumstances, you have a duty of reasonable care to those in physical proximity to you.
Is failing to vaccinate a failure to exercise such care? I don't believe there's any precedent for that, but it's possible a court would buy that. In any case, this would be the first major legal hurdle.",No - Indirect Content,helena
48,dy2z5gl_4,"The first question is a tough one. How can you prove you got sick from a specific person? Barring some sort of notable physical contact or assault, it would seem a pretty tenuous case. Heck, every time I get sick I play the game ""OK, who got me sick?"" but it's pretty much a guess.",Yes - Direct Content,amy
49,dy2z5gl_4,"The first question is a tough one. How can you prove you got sick from a specific person? Barring some sort of notable physical contact or assault, it would seem a pretty tenuous case. Heck, every time I get sick I play the game ""OK, who got me sick?"" but it's pretty much a guess.",Yes - Direct Content,nikhil
50,dy2z5gl_4,"The first question is a tough one. How can you prove you got sick from a specific person? Barring some sort of notable physical contact or assault, it would seem a pretty tenuous case. Heck, every time I get sick I play the game ""OK, who got me sick?"" but it's pretty much a guess.",No - Indirect Content,helena
51,d0coanv_1,"You said:
&gt; Because our body doesn't know how to function properly without meat.
You also said:",No - Indirect Content,amy
52,d0coanv_1,"You said:
&gt; Because our body doesn't know how to function properly without meat.
You also said:",Yes - Direct Content,nikhil
53,d0coanv_1,"You said:
&gt; Because our body doesn't know how to function properly without meat.
You also said:",Neutral - Content contains no opinion,helena
54,d0coanv_2,"&gt; I said that our body isn't apt on functioning optimally without meat in our diet.
Do you continue to stand behind these statements?",Yes - Direct Content,amy
55,d0coanv_2,"&gt; I said that our body isn't apt on functioning optimally without meat in our diet.
Do you continue to stand behind these statements?",Yes - Direct Content,nikhil
56,d0coanv_2,"&gt; I said that our body isn't apt on functioning optimally without meat in our diet.
Do you continue to stand behind these statements?",Neutral - Content contains no opinion,helena
57,d0dh0g3,You haven't read anything I wrote. You just kept changing your story.,No - Indirect Content,amy
58,d0dh0g3,You haven't read anything I wrote. You just kept changing your story.,Yes - Direct Content,nikhil
59,d0dh0g3,You haven't read anything I wrote. You just kept changing your story.,Yes - Direct Content,helena
60,dhw5rij,"It hasn't worked in real life.. but with distribution of resources handled by advanced algorithms run through computers rather than corruptible or incompetent bureaucrats, couldn't it?",Yes - Direct Content,amy
61,dhw5rij,"It hasn't worked in real life.. but with distribution of resources handled by advanced algorithms run through computers rather than corruptible or incompetent bureaucrats, couldn't it?",Yes - Direct Content,nikhil
62,dhw5rij,"It hasn't worked in real life.. but with distribution of resources handled by advanced algorithms run through computers rather than corruptible or incompetent bureaucrats, couldn't it?",No - Indirect Content,helena
63,e2f1am8,"Okay, but since we are talking about this so-called 'study'. Maybe you wanna discuss that instead of something entirely besides the point?",No - Indirect Content,amy
64,e2f1am8,"Okay, but since we are talking about this so-called 'study'. Maybe you wanna discuss that instead of something entirely besides the point?",Yes - Direct Content,nikhil
65,e2f1am8,"Okay, but since we are talking about this so-called 'study'. Maybe you wanna discuss that instead of something entirely besides the point?",Yes - Direct Content,helena
66,d02876v,http://www.ebay.com/itm/Witcher-3-Wild-Hunt-Sony-PlayStation-4-2015-/281934975435?hash=item41a4a251cb:g:w1wAAOSwll1Wv3Xz,Yes - Direct Content,nikhil
67,d02876v,http://www.ebay.com/itm/Witcher-3-Wild-Hunt-Sony-PlayStation-4-2015-/281934975435?hash=item41a4a251cb:g:w1wAAOSwll1Wv3Xz,Neutral - Content contains no opinion,amy
68,d02876v,http://www.ebay.com/itm/Witcher-3-Wild-Hunt-Sony-PlayStation-4-2015-/281934975435?hash=item41a4a251cb:g:w1wAAOSwll1Wv3Xz,Yes - Direct Content,helena
69,dmonm5s,"I don't know about Yelp, but we are on TripAdvisor and sport a 4.4 out of 5 rating. And yet we're not much better rated than other restaurants in the neighborhood.",Yes - Direct Content,nikhil
70,dmonm5s,"I don't know about Yelp, but we are on TripAdvisor and sport a 4.4 out of 5 rating. And yet we're not much better rated than other restaurants in the neighborhood.",Neutral - Content contains no opinion,amy
71,dmonm5s,"I don't know about Yelp, but we are on TripAdvisor and sport a 4.4 out of 5 rating. And yet we're not much better rated than other restaurants in the neighborhood.",Yes - Direct Content,helena
72,dohmmz7,He killed off Trans-Pacific Partnership.,Yes - Direct Content,nikhil
73,dohmmz7,He killed off Trans-Pacific Partnership.,No - Indirect Content,amy
74,dohmmz7,He killed off Trans-Pacific Partnership.,Yes - Direct Content,helena
75,dokuv2g_1,"&gt;Blacks are always the perpetrators of crime,
did a black person perpetrate [these](https://en.wikipedia.org/wiki/Gary_Ridgway) crimes? Or [these](https://en.wikipedia.org/wiki/Ted_Bundy)? Is [this](https://en.wikipedia.org/wiki/John_Wayne_Gacy) guy black? maybe [this](https://en.wikipedia.org/wiki/Dean_Corll) this guy? Either of [these](https://en.wikipedia.org/wiki/Juan_Corona) [two](https://en.wikipedia.org/wiki/Wayne_Williams) look black? Maybe [this guy](https://en.wikipedia.org/wiki/Ronald_Dominique) or [this one](https://en.wikipedia.org/wiki/Earle_Nelson) or [this one](https://en.wikipedia.org/wiki/Patrick_Kearney) or [this one](https://en.wikipedia.org/wiki/William_Bonin) or [this one](https://en.wikipedia.org/wiki/Randall_Woodfield) or [this one](https://en.wikipedia.org/wiki/Randy_Steven_Kraft) or [this one](https://en.wikipedia.org/wiki/Jeffrey_Dahmer) or [this one](https://en.wikipedia.org/wiki/Robert_Lee_Yates) or [this one](https://en.wikipedia.org/wiki/Carroll_Cole)?",Yes - Direct Content,nikhil
76,dokuv2g_1,"&gt;Blacks are always the perpetrators of crime,
did a black person perpetrate [these](https://en.wikipedia.org/wiki/Gary_Ridgway) crimes? Or [these](https://en.wikipedia.org/wiki/Ted_Bundy)? Is [this](https://en.wikipedia.org/wiki/John_Wayne_Gacy) guy black? maybe [this](https://en.wikipedia.org/wiki/Dean_Corll) this guy? Either of [these](https://en.wikipedia.org/wiki/Juan_Corona) [two](https://en.wikipedia.org/wiki/Wayne_Williams) look black? Maybe [this guy](https://en.wikipedia.org/wiki/Ronald_Dominique) or [this one](https://en.wikipedia.org/wiki/Earle_Nelson) or [this one](https://en.wikipedia.org/wiki/Patrick_Kearney) or [this one](https://en.wikipedia.org/wiki/William_Bonin) or [this one](https://en.wikipedia.org/wiki/Randall_Woodfield) or [this one](https://en.wikipedia.org/wiki/Randy_Steven_Kraft) or [this one](https://en.wikipedia.org/wiki/Jeffrey_Dahmer) or [this one](https://en.wikipedia.org/wiki/Robert_Lee_Yates) or [this one](https://en.wikipedia.org/wiki/Carroll_Cole)?",Yes - Direct Content,amy
77,dokuv2g_1,"&gt;Blacks are always the perpetrators of crime,
did a black person perpetrate [these](https://en.wikipedia.org/wiki/Gary_Ridgway) crimes? Or [these](https://en.wikipedia.org/wiki/Ted_Bundy)? Is [this](https://en.wikipedia.org/wiki/John_Wayne_Gacy) guy black? maybe [this](https://en.wikipedia.org/wiki/Dean_Corll) this guy? Either of [these](https://en.wikipedia.org/wiki/Juan_Corona) [two](https://en.wikipedia.org/wiki/Wayne_Williams) look black? Maybe [this guy](https://en.wikipedia.org/wiki/Ronald_Dominique) or [this one](https://en.wikipedia.org/wiki/Earle_Nelson) or [this one](https://en.wikipedia.org/wiki/Patrick_Kearney) or [this one](https://en.wikipedia.org/wiki/William_Bonin) or [this one](https://en.wikipedia.org/wiki/Randall_Woodfield) or [this one](https://en.wikipedia.org/wiki/Randy_Steven_Kraft) or [this one](https://en.wikipedia.org/wiki/Jeffrey_Dahmer) or [this one](https://en.wikipedia.org/wiki/Robert_Lee_Yates) or [this one](https://en.wikipedia.org/wiki/Carroll_Cole)?",No - Indirect Content,helena
78,dokwb38,Do you think racial profiling can offer any real increase in effectiveness in law enfacement?,Yes - Direct Content,nikhil
79,dokwb38,Do you think racial profiling can offer any real increase in effectiveness in law enfacement?,Yes - Direct Content,amy
80,dokwb38,Do you think racial profiling can offer any real increase in effectiveness in law enfacement?,No - Indirect Content,helena
81,dokwrob,If i can offer proof that police do profile would you change your view?,Yes - Direct Content,nikhil
82,dokwrob,If i can offer proof that police do profile would you change your view?,Yes - Direct Content,amy
83,dokwrob,If i can offer proof that police do profile would you change your view?,No - Indirect Content,helena
84,t1_cm8a2aq,Why dont you do that yourself then and question your values since you judge the elders ?,Yes - Direct Content,nikhil
85,t1_cm8a2aq,Why dont you do that yourself then and question your values since you judge the elders ?,Yes - Direct Content,amy
86,t1_cm8a2aq,Why dont you do that yourself then and question your values since you judge the elders ?,No - Indirect Content,helena
87,t1_cm8ycfs,thats like just the only post in which i hadnt been rude lol,Yes - Direct Content,nikhil
88,t1_cm8ycfs,thats like just the only post in which i hadnt been rude lol,Neutral - Content contains no opinion,amy
89,t1_cm8ycfs,thats like just the only post in which i hadnt been rude lol,Neutral - Content contains no opinion,helena
90,t1_cgfwfz1_4,"\* - Note that while you may skip the reading and still get the grades, you're better-served by lighting your tuition money on fire to cook bacon if you do so.",Yes - Direct Content,nikhil
91,t1_cgfwfz1_4,"\* - Note that while you may skip the reading and still get the grades, you're better-served by lighting your tuition money on fire to cook bacon if you do so.",Yes - Direct Content,amy
92,t1_cgfwfz1_4,"\* - Note that while you may skip the reading and still get the grades, you're better-served by lighting your tuition money on fire to cook bacon if you do so.",No - Indirect Content,helena
93,t1_ccud5cl_2,∆,Yes - Direct Content,nikhil
94,t1_ccud5cl_2,∆,Yes - Direct Content,amy
95,t1_ccud5cl_2,∆,Neutral - Content contains no opinion,helena
96,t1_cb6cdsm_1,"Could you clarify where they explain borg drones are given free choice in the matter in First Contact? I found [a script of the movie here] (http://www.imsdb.com/scripts/Star-Trek-First-Contact.html) (Or [dialogue only here] (http://www.chakoteya.net/movies/movie8.html)) if you need it.
(If mods have a problem with the script being linked, after we find the scene I can copy / paste it and then remove the link?)",Yes - Direct Content,nikhil
97,t1_cb6cdsm_1,"Could you clarify where they explain borg drones are given free choice in the matter in First Contact? I found [a script of the movie here] (http://www.imsdb.com/scripts/Star-Trek-First-Contact.html) (Or [dialogue only here] (http://www.chakoteya.net/movies/movie8.html)) if you need it.
(If mods have a problem with the script being linked, after we find the scene I can copy / paste it and then remove the link?)",Yes - Direct Content,amy
98,t1_cb6cdsm_1,"Could you clarify where they explain borg drones are given free choice in the matter in First Contact? I found [a script of the movie here] (http://www.imsdb.com/scripts/Star-Trek-First-Contact.html) (Or [dialogue only here] (http://www.chakoteya.net/movies/movie8.html)) if you need it.
(If mods have a problem with the script being linked, after we find the scene I can copy / paste it and then remove the link?)",Neutral - Content contains no opinion,helena
99,t1_cb6cp1m_1,"**BORG QUEEN:** Are you offering yourself to us?
**PICARD:** Offering myself? ...That's it. I remember now. It wasn't enough that you assimilate me. I had to give myself freely to the Borg, ...to you.
**BORG QUEEN:** You flatter yourself. I've overseen the assimilation of countless millions. You were no different.
**PICARD:** You're lying. You wanted more than just another Borg drone. You wanted a human being with a mind of his own, who could bridge the gulf between humanity and the Borg. You wanted a counterpart, but I resisted. I fought you.",Neutral - Content contains no opinion,nikhil
100,t1_cb6cp1m_1,"**BORG QUEEN:** Are you offering yourself to us?
**PICARD:** Offering myself? ...That's it. I remember now. It wasn't enough that you assimilate me. I had to give myself freely to the Borg, ...to you.
**BORG QUEEN:** You flatter yourself. I've overseen the assimilation of countless millions. You were no different.
**PICARD:** You're lying. You wanted more than just another Borg drone. You wanted a human being with a mind of his own, who could bridge the gulf between humanity and the Borg. You wanted a counterpart, but I resisted. I fought you.",Neutral - Content contains no opinion,amy
101,t1_cb6cp1m_1,"**BORG QUEEN:** Are you offering yourself to us?
**PICARD:** Offering myself? ...That's it. I remember now. It wasn't enough that you assimilate me. I had to give myself freely to the Borg, ...to you.
**BORG QUEEN:** You flatter yourself. I've overseen the assimilation of countless millions. You were no different.
**PICARD:** You're lying. You wanted more than just another Borg drone. You wanted a human being with a mind of his own, who could bridge the gulf between humanity and the Borg. You wanted a counterpart, but I resisted. I fought you.",Yes - Direct Content,helena
102,t1_cb6cp1m_2,"**BORG QUEEN:** You can't begin to imagine the life you denied yourself.
Later, Data too says that for a fraction of a second, an eternity to an android, he was tempted by her offer. Note that it was an offer, not compulsory.",Neutral - Content contains no opinion,nikhil
103,t1_cb6cp1m_2,"**BORG QUEEN:** You can't begin to imagine the life you denied yourself.
Later, Data too says that for a fraction of a second, an eternity to an android, he was tempted by her offer. Note that it was an offer, not compulsory.",Yes - Direct Content,amy
104,t1_cb6cp1m_2,"**BORG QUEEN:** You can't begin to imagine the life you denied yourself.
Later, Data too says that for a fraction of a second, an eternity to an android, he was tempted by her offer. Note that it was an offer, not compulsory.",Yes - Direct Content,helena
105,t1_cb6ugvx_2,∆,Yes - Direct Content,nikhil
106,t1_cb6ugvx_2,∆,Yes - Direct Content,amy
107,t1_cb6ugvx_2,∆,Neutral - Content contains no opinion,helena
